Customer_ID,Age,Gender,Location,Tenure,Contract_Type,Subscription_Plan,Monthly_Charges,Total_Charges,Payment_Method,Internet_Service,Login_Frequency,Support_Tickets,Complaints,Avg_Session_Duration,Churn,Days_Since_Last_Login,Customer_Value,Churn_Probability,Risk_Level,Customer_Value_Group,Customer_Segment,Retention_Priority,Recommended_Action,Priority_Score
CUST114640,36.0,Male,Kolkata,62.0,Month-to-Month,Premium,1229.21,83565.75,UPI,Cable,1.0,2.0,1.0,16.2,1,73.0,83565.75,0.9843664,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9191671940807009
CUST143270,35.0,Female,Chennai,66.0,Two Year,Premium,1287.67,86578.08,Credit Card,Mobile Data,18.0,2.0,0.0,62.3,1,70.0,86578.08,0.9723036,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9190181417523569
CUST135425,31.0,Male,Delhi,68.0,One Year,Premium,1297.58,85581.81,UPI,DSL,4.0,1.0,1.0,31.2,1,56.0,85581.81,0.9739658,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9174383062044854
CUST105517,48.0,Male,Ahmedabad,72.0,Month-to-Month,Premium,1158.15,87025.5,Credit Card,Fiber,5.0,2.0,0.0,37.5,1,36.0,87025.5,0.96797925,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9172231574712684
CUST105517,48.0,Male,Ahmedabad,72.0,Month-to-Month,Premium,1158.15,87025.5,Credit Card,Fiber,5.0,2.0,0.0,37.5,1,36.0,87025.5,0.96797925,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9172231574712684
CUST105574,57.0,Male,Chennai,70.0,Month-to-Month,Premium,1109.03,87972.57,UPI,Fiber,20.0,4.0,0.0,42.2,1,88.0,87972.57,0.964128,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9171351972839454
CUST125494,67.0,Female,Chennai,58.0,Month-to-Month,Premium,1409.15,84370.46,Auto Debit,DSL,9.0,2.0,2.0,35.9,1,7.0,84370.46,0.9775702,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9166257381876386
CUST119168,65.0,Male,Kolkata,65.0,One Year,Premium,1212.86,88282.46,Net Banking,Fiber,14.0,2.0,1.0,40.9,1,64.0,88282.46,0.9621079,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9165744053532685
CUST124177,24.0,Female,Bengaluru,72.0,One Year,Premium,1243.22,92109.98,UPI,Cable,14.0,3.0,1.0,47.2,1,74.0,92109.98,0.94701815,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9165512145782657
CUST132531,75.0,Male,,64.0,Two Year,Premium,1190.06,85598.82,,DSL,11.0,2.0,1.0,72.2,1,44.0,85598.82,0.9722643,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9162940661562218
CUST120478,38.0,Female,Chennai,67.0,One Year,Premium,1143.9,85782.44,Cash,Cable,11.0,2.0,0.0,42.2,1,78.0,85782.44,0.9707003,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9157049326619819
CUST119696,40.0,Male,Chennai,70.0,Month-to-Month,Premium,1180.87,85690.89,Net Banking,Fiber,4.0,2.0,0.0,49.7,1,10.0,85690.89,0.97081137,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9155305605593157
CUST143560,43.0,Female,Delhi,72.0,Month-to-Month,Premium,1127.48,85193.07,Net Banking,Fiber,20.0,2.0,1.0,10.8,1,77.0,85193.07,0.97275263,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9155186653456966
CUST143560,43.0,Female,Delhi,72.0,Month-to-Month,Premium,1127.48,85193.07,Net Banking,Fiber,20.0,2.0,1.0,10.8,1,77.0,85193.07,0.97275263,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9155186653456966
CUST140482,64.0,Male,Chennai,67.0,Two Year,Premium,1254.82,84361.7,Net Banking,Cable,2.0,3.0,3.0,18.5,1,57.0,84361.7,0.97544086,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9151110828711221
CUST103805,19.0,Female,Kolkata,69.0,One Year,Premium,1200.24,91787.84,Cash,Fiber,4.0,2.0,2.0,59.0,0,19.0,91787.84,0.9461915,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9150855122207862
CUST140406,70.0,Male,Ahmedabad,68.0,One Year,Premium,1257.53,87742.52,UPI,Mobile Data,9.0,2.0,0.0,59.3,1,46.0,87742.52,0.9618561,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9149113492159234
CUST129418,48.0,Male,Hyderabad,54.0,Two Year,Premium,1435.56,86985.51,Net Banking,Fiber,21.0,3.0,,34.7,1,35.0,86985.51,0.9647034,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9148199291567973
CUST103569,61.0,Male,Mumbai,69.0,One Year,Premium,1262.37,85977.14,Cash,DSL,13.0,4.0,2.0,31.4,1,69.0,85977.14,0.9685516,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9147369448975584
CUST130962,23.0,Female,Ahmedabad,72.0,Month-to-Month,Premium,1295.99,91839.81,Net Banking,DSL,2.0,1.0,2.0,48.6,1,67.0,91839.81,0.9449785,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.914379491586158
CUST145689,18.0,Male,Jaipur,70.0,Month-to-Month,Premium,1158.74,91446.63,Debit Card,Mobile Data,14.0,3.0,2.0,24.4,1,45.0,91446.63,0.9456593,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9137734106398633
CUST108231,36.0,Male,Bengaluru,66.0,Month-to-Month,Premium,1255.59,90703.2,UPI,Fiber,11.0,3.0,1.0,50.3,1,13.0,90703.2,0.9479806,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9133511476377711
CUST109466,37.0,Female,Bengaluru,68.0,Month-to-Month,Premium,1211.09,86114.57,UPI,Mobile Data,14.0,2.0,0.0,51.7,1,64.0,86114.57,0.9658392,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9132167325152007
CUST123636,31.0,Male,Kochi,68.0,One Year,Premium,1193.51,82868.81,Debit Card,Fiber,14.0,2.0,0.0,67.9,1,27.0,82868.81,0.9777232,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9125978308200114
CUST125630,29.0,Female,Pune,66.0,Two Year,Premium,1371.09,85457.73,Credit Card,Mobile Data,11.0,2.0,0.0,56.2,1,1.0,85457.73,0.9669552,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9121892042270783
CUST110414,21.0,Female,Delhi,60.0,One Year,Premium,1349.07,86421.49,Debit Card,,13.0,3.0,1.0,32.5,1,20.0,86421.49,0.9631112,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9121522688351869
CUST102261,19.0,Male,Chennai,72.0,Two Year,Premium,1232.44,92737.74,Credit Card,Fiber,12.0,2.0,0.0,29.0,1,34.0,92737.74,0.9382095,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9121138043325887
CUST124470,71.0,Female,Delhi,64.0,Two Year,Premium,1228.61,89405.66,Debit Card,DSL,16.0,2.0,0.0,36.0,1,88.0,89405.66,0.9512083,Critical Risk,High Value,Critical - High Value,Immediate,Immediate personalized retention intervention,0.9120376112758891
